temp_id,temp,sensor_type,time_stamp
174,48.3,4,11/13/18 23:38
175,49.4,4,11/13/18 23:38
176,49.4,4,11/13/18 23:38
177,49.4,4,11/13/18 23:38
178,49.4,4,11/13/18 23:38
179,49.4,4,11/13/18 23:38
180,48.3,4,11/13/18 23:38
181,48.9,4,11/13/18 23:38
182,48.3,4,11/13/18 23:38
183,48.3,4,11/13/18 23:38
184,48.3,4,11/13/18 23:39
185,48.3,4,11/13/18 23:39
186,49.4,4,11/13/18 23:39
187,48.3,4,11/13/18 23:39
188,48.9,4,11/13/18 23:39
189,48.9,4,11/13/18 23:39
190,49.4,4,11/13/18 23:39
191,48.3,4,11/13/18 23:39
192,48.3,4,11/13/18 23:39
193,48.9,4,11/13/18 23:39
194,48.9,4,11/13/18 23:39
195,48.3,4,11/13/18 23:39
196,48.9,4,11/13/18 23:39
197,49.4,4,11/13/18 23:39
198,49.4,4,11/13/18 23:39
199,48.9,4,11/13/18 23:39
200,48.9,4,11/13/18 23:39
201,48.3,4,11/13/18 23:39
202,48.3,4,11/13/18 23:39
203,49.4,4,11/13/18 23:39
204,48.3,4,11/13/18 23:39
205,48.3,4,11/13/18 23:39
206,48.3,4,11/13/18 23:39
207,48.3,4,11/13/18 23:39
208,48.3,4,11/13/18 23:39
209,48.3,4,11/13/18 23:39
210,48.3,4,11/13/18 23:39
211,48.3,4,11/13/18 23:39
212,48.3,4,11/13/18 23:39
213,48.3,4,11/13/18 23:39
214,48.3,4,11/13/18 23:39
215,48.3,4,11/13/18 23:39
216,48.3,4,11/13/18 23:39
217,48.3,4,11/13/18 23:39
218,48.3,4,11/13/18 23:39
219,48.3,4,11/13/18 23:39
220,48.3,4,11/13/18 23:39
221,48.3,4,11/13/18 23:39
222,48.3,4,11/13/18 23:39
223,47.8,4,11/13/18 23:39
224,48.3,4,11/13/18 23:39
225,48.3,4,11/13/18 23:39
226,48.3,4,11/13/18 23:39
227,48.3,4,11/13/18 23:39
228,48.9,4,11/13/18 23:39
229,48.3,4,11/13/18 23:39
230,48.3,4,11/13/18 23:39
231,48.3,4,11/13/18 23:39
232,48.3,4,11/13/18 23:39
233,48.3,4,11/13/18 23:39
234,48.3,4,11/13/18 23:39
235,48.3,4,11/13/18 23:39
236,48.3,4,11/13/18 23:39
237,47.8,4,11/13/18 23:39
238,47.8,4,11/13/18 23:39
239,48.3,4,11/13/18 23:39
240,48.3,4,11/13/18 23:39
241,48.3,4,11/13/18 23:39
242,47.8,4,11/13/18 23:40
243,48.3,4,11/13/18 23:40
244,48.3,4,11/13/18 23:40
245,48.3,4,11/13/18 23:40
246,48.3,4,11/13/18 23:40
247,47.8,4,11/13/18 23:40
248,48.3,4,11/13/18 23:40
249,48.3,4,11/13/18 23:40
250,48.3,4,11/13/18 23:40
251,48.3,4,11/13/18 23:40
252,48.3,4,11/13/18 23:40
253,48.3,4,11/13/18 23:40
254,48.3,4,11/13/18 23:40
255,47.2,4,11/13/18 23:40
256,48.3,4,11/13/18 23:40
257,48.3,4,11/13/18 23:40
258,48.3,4,11/13/18 23:40
259,48.3,4,11/13/18 23:40
260,48.3,4,11/13/18 23:40
261,48.3,4,11/13/18 23:40
262,48.3,4,11/13/18 23:40
263,48.3,4,11/13/18 23:40
264,48.3,4,11/13/18 23:40
265,48.3,4,11/13/18 23:40
266,48.3,4,11/13/18 23:40
267,48.3,4,11/13/18 23:40
268,48.3,4,11/13/18 23:40
269,48.3,4,11/13/18 23:40
270,48.3,4,11/13/18 23:40
271,48.3,4,11/13/18 23:40
272,47.8,4,11/13/18 23:40
273,48.3,4,11/13/18 23:40
274,48.3,4,11/13/18 23:40
275,47.8,4,11/13/18 23:40
276,48.3,4,11/13/18 23:40
277,47.8,4,11/13/18 23:40
278,48.3,4,11/13/18 23:40
279,48.3,4,11/13/18 23:40
280,48.3,4,11/13/18 23:40
281,48.3,4,11/13/18 23:40
282,48.9,4,11/13/18 23:40
283,48.3,4,11/13/18 23:40
284,48.3,4,11/13/18 23:40
285,48.3,4,11/13/18 23:40
286,48.3,4,11/13/18 23:40
287,48.3,4,11/13/18 23:40
288,48.3,4,11/13/18 23:40
289,48.3,4,11/13/18 23:40
290,48.3,4,11/13/18 23:40
291,48.3,4,11/13/18 23:40
292,48.3,4,11/13/18 23:40
293,48.3,4,11/13/18 23:40
294,48.3,4,11/13/18 23:40
295,48.3,4,11/13/18 23:40
296,47.8,4,11/13/18 23:40
297,48.3,4,11/13/18 23:40
298,48.3,4,11/13/18 23:40
299,48.3,4,11/13/18 23:40
300,48.3,4,11/13/18 23:40
301,48.3,4,11/13/18 23:41
302,48.3,4,11/13/18 23:41
303,47.8,4,11/13/18 23:41
304,47.8,4,11/13/18 23:41
305,48.3,4,11/13/18 23:41
306,48.3,4,11/13/18 23:41
307,47.8,4,11/13/18 23:41
308,47.8,4,11/13/18 23:41
309,47.8,4,11/13/18 23:41
310,47.8,4,11/13/18 23:41
311,48.3,4,11/13/18 23:41
312,48.3,4,11/13/18 23:41
313,48.3,4,11/13/18 23:41
314,47.8,4,11/13/18 23:41
315,48.3,4,11/13/18 23:41
316,48.3,4,11/13/18 23:41
317,47.8,4,11/13/18 23:41
318,48.3,4,11/13/18 23:41
319,47.8,4,11/13/18 23:41
320,47.8,4,11/13/18 23:41
321,48.3,4,11/13/18 23:41
322,48.3,4,11/13/18 23:41
323,48.3,4,11/13/18 23:41
324,47.8,4,11/13/18 23:41
325,47.8,4,11/13/18 23:41
326,48.3,4,11/13/18 23:41
327,47.8,4,11/13/18 23:41
328,47.8,4,11/13/18 23:41
329,48.3,4,11/13/18 23:41
330,48.3,4,11/13/18 23:41
331,47.8,4,11/13/18 23:41
332,48.3,4,11/13/18 23:41
333,48.3,4,11/13/18 23:41
334,48.3,4,11/13/18 23:41
335,48.3,4,11/13/18 23:41
336,47.8,4,11/13/18 23:41
337,47.2,4,11/13/18 23:41
338,47.8,4,11/13/18 23:41
339,48.3,4,11/13/18 23:41
340,48.3,4,11/13/18 23:41
341,47.8,4,11/13/18 23:41
342,47.8,4,11/13/18 23:41
343,47.8,4,11/13/18 23:41
344,47.8,4,11/13/18 23:41
345,48.3,4,11/13/18 23:41
346,47.8,4,11/13/18 23:41
347,47.8,4,11/13/18 23:41
348,47.8,4,11/13/18 23:41
349,48.3,4,11/13/18 23:41
350,47.8,4,11/13/18 23:41
351,48.3,4,11/13/18 23:41
352,47.8,4,11/13/18 23:41
353,47.8,4,11/13/18 23:41
354,47.8,4,11/13/18 23:41
355,47.8,4,11/13/18 23:41
356,47.8,4,11/13/18 23:41
357,47.8,4,11/13/18 23:41
358,47.8,4,11/13/18 23:41
359,47.8,4,11/13/18 23:42
360,47.8,4,11/13/18 23:42
361,48.3,4,11/13/18 23:42
362,48.3,4,11/13/18 23:42
363,48.3,4,11/13/18 23:42
364,48.9,4,11/13/18 23:42
365,48.3,4,11/13/18 23:42
366,48.3,4,11/13/18 23:42
367,49.4,4,11/13/18 23:42
368,48.3,4,11/13/18 23:42
369,48.3,4,11/13/18 23:42
370,48.3,4,11/13/18 23:42
371,48.3,4,11/13/18 23:42
372,48.3,4,11/13/18 23:42
373,48.3,4,11/13/18 23:42
374,48.3,4,11/13/18 23:42
375,48.3,4,11/13/18 23:42
376,48.9,4,11/13/18 23:42
377,48.3,4,11/13/18 23:42
378,48.3,4,11/13/18 23:42
379,48.3,4,11/13/18 23:42
380,48.3,4,11/13/18 23:42
381,48.3,4,11/13/18 23:42
382,48.3,4,11/13/18 23:42
383,48.3,4,11/13/18 23:42
384,48.3,4,11/13/18 23:42
385,48.3,4,11/13/18 23:42
386,48.3,4,11/13/18 23:42
387,48.3,4,11/13/18 23:42
388,48.3,4,11/13/18 23:42
389,48.3,4,11/13/18 23:42
390,48.3,4,11/13/18 23:42
391,48.3,4,11/13/18 23:42
392,47.8,4,11/13/18 23:42
393,48.3,4,11/13/18 23:42
394,48.3,4,11/13/18 23:42
395,48.3,4,11/13/18 23:42
396,48.3,4,11/13/18 23:42
397,48.3,4,11/13/18 23:42
398,48.3,4,11/13/18 23:42
399,48.3,4,11/13/18 23:42
400,48.3,4,11/13/18 23:42
401,48.3,4,11/13/18 23:42
402,48.3,4,11/13/18 23:42
403,48.3,4,11/13/18 23:42
404,48.3,4,11/13/18 23:42
405,48.3,4,11/13/18 23:42
406,47.8,4,11/13/18 23:42
407,48.3,4,11/13/18 23:42
408,48.3,4,11/13/18 23:42
409,48.3,4,11/13/18 23:42
410,48.9,4,11/13/18 23:42
411,48.3,4,11/13/18 23:42
412,48.3,4,11/13/18 23:42
413,48.3,4,11/13/18 23:42
414,48.3,4,11/13/18 23:42
415,48.3,4,11/13/18 23:42
416,48.9,4,11/13/18 23:42
417,48.3,4,11/13/18 23:43
418,48.9,4,11/13/18 23:43
419,48.9,4,11/13/18 23:43
420,48.9,4,11/13/18 23:43
421,48.9,4,11/13/18 23:43
422,48.3,4,11/13/18 23:43
423,48.3,4,11/13/18 23:43
424,48.9,4,11/13/18 23:43
425,48.3,4,11/13/18 23:43
426,48.9,4,11/13/18 23:43
427,49.4,4,11/13/18 23:43
428,49.4,4,11/13/18 23:43
429,48.3,4,11/13/18 23:43
430,48.3,4,11/13/18 23:43
431,49.4,4,11/13/18 23:43
432,49.4,4,11/13/18 23:43
433,48.3,4,11/13/18 23:43
434,49.4,4,11/13/18 23:43
435,48.3,4,11/13/18 23:43
436,48.3,4,11/13/18 23:43
437,48.3,4,11/13/18 23:43
438,48.3,4,11/13/18 23:43
439,48.3,4,11/13/18 23:43
440,49.4,4,11/13/18 23:43
441,48.3,4,11/13/18 23:43
442,49.4,4,11/13/18 23:43
443,49.4,4,11/13/18 23:43
444,48.3,4,11/13/18 23:43
445,48.3,4,11/13/18 23:43
446,48.9,4,11/13/18 23:43
447,48.3,4,11/13/18 23:43
448,49.4,4,11/13/18 23:43
449,49.4,4,11/13/18 23:43
450,49.4,4,11/13/18 23:43
451,48.3,4,11/13/18 23:43
452,48.3,4,11/13/18 23:43
453,48.3,4,11/13/18 23:43
454,48.3,4,11/13/18 23:43
455,48.3,4,11/13/18 23:43
456,48.9,4,11/13/18 23:43
457,48.3,4,11/13/18 23:43
458,49.4,4,11/13/18 23:43
459,48.3,4,11/13/18 23:43
460,48.9,4,11/13/18 23:43
461,48.3,4,11/13/18 23:43
462,49.4,4,11/13/18 23:43
463,49.4,4,11/13/18 23:43
464,49.4,4,11/13/18 23:43
465,48.9,4,11/13/18 23:43
466,49.4,4,11/13/18 23:43
467,49.4,4,11/13/18 23:43
468,48.3,4,11/13/18 23:43
469,48.3,4,11/13/18 23:43
470,48.3,4,11/13/18 23:43
471,48.9,4,11/13/18 23:43
472,48.3,4,11/13/18 23:43
473,48.3,4,11/13/18 23:43
474,48.3,4,11/13/18 23:43
475,48.3,4,11/13/18 23:43
476,48.3,4,11/13/18 23:44
477,48.3,4,11/13/18 23:44
478,48.3,4,11/13/18 23:44
479,48.3,4,11/13/18 23:44
480,49.4,4,11/13/18 23:44
481,48.9,4,11/13/18 23:44
482,48.9,4,11/13/18 23:44
483,49.4,4,11/13/18 23:44
484,49.4,4,11/13/18 23:44
485,49.4,4,11/13/18 23:44
486,49.4,4,11/13/18 23:44
487,49.4,4,11/13/18 23:44
488,49.4,4,11/13/18 23:44
489,48.9,4,11/13/18 23:44
490,48.9,4,11/13/18 23:44
491,49.4,4,11/13/18 23:44
492,49.4,4,11/13/18 23:44
493,49.4,4,11/13/18 23:44
494,48.9,4,11/13/18 23:44
495,48.9,4,11/13/18 23:44
496,48.9,4,11/13/18 23:44
497,49.4,4,11/13/18 23:44
498,48.3,4,11/13/18 23:44
499,48.3,4,11/13/18 23:44
500,48.9,4,11/13/18 23:44
501,47.8,4,11/13/18 23:44
502,48.3,4,11/13/18 23:44
503,48.3,4,11/13/18 23:44
504,48.3,4,11/13/18 23:44
505,48.3,4,11/13/18 23:44
506,47.8,4,11/13/18 23:44
507,48.3,4,11/13/18 23:44
508,48.3,4,11/13/18 23:44
509,49.4,4,11/13/18 23:44
510,49.4,4,11/13/18 23:44
511,50.5,4,11/13/18 23:44
512,51.5,4,11/13/18 23:44
513,49.9,4,11/13/18 23:44
514,50.5,4,11/13/18 23:44
515,49.4,4,11/13/18 23:44
516,49.4,4,11/13/18 23:44
517,49.4,4,11/13/18 23:44
518,50.5,4,11/13/18 23:44
519,50.5,4,11/13/18 23:44
520,49.4,4,11/13/18 23:44
521,49.4,4,11/13/18 23:44
522,49.4,4,11/13/18 23:44
523,48.9,4,11/13/18 23:44
524,48.9,4,11/13/18 23:44
525,48.9,4,11/13/18 23:44
526,49.4,4,11/13/18 23:44
527,48.3,4,11/13/18 23:44
528,49.4,4,11/13/18 23:44
529,48.9,4,11/13/18 23:44
530,48.3,4,11/13/18 23:44
531,48.9,4,11/13/18 23:44
532,48.9,4,11/13/18 23:44
533,48.9,4,11/13/18 23:44
534,48.9,4,11/13/18 23:45
535,48.3,4,11/13/18 23:45
536,48.9,4,11/13/18 23:45
537,49.4,4,11/13/18 23:45
538,49.9,4,11/13/18 23:45
539,51.5,4,11/13/18 23:45
540,51.5,4,11/13/18 23:45
541,51,4,11/13/18 23:45
542,49.4,4,11/13/18 23:45
543,49.4,4,11/13/18 23:45
544,49.4,4,11/13/18 23:45
545,49.4,4,11/13/18 23:45
546,49.4,4,11/13/18 23:45
547,49.4,4,11/13/18 23:45
548,49.4,4,11/13/18 23:45
549,49.4,4,11/13/18 23:45
550,49.4,4,11/13/18 23:45
551,49.4,4,11/13/18 23:45
552,49.4,4,11/13/18 23:45
553,49.4,4,11/13/18 23:45
554,49.9,4,11/13/18 23:45
555,49.9,4,11/13/18 23:45
556,49.4,4,11/13/18 23:45
557,49.4,4,11/13/18 23:45
558,49.4,4,11/13/18 23:45
559,48.3,4,11/13/18 23:45
560,49.4,4,11/13/18 23:45
561,48.9,4,11/13/18 23:45
562,49.4,4,11/13/18 23:45
563,48.9,4,11/13/18 23:45
564,49.4,4,11/13/18 23:45
565,49.4,4,11/13/18 23:45
566,49.4,4,11/13/18 23:45
567,49.4,4,11/13/18 23:45
568,49.4,4,11/13/18 23:45
569,48.3,4,11/13/18 23:45
570,49.4,4,11/13/18 23:45
571,49.4,4,11/13/18 23:45
572,49.4,4,11/13/18 23:45
573,48.9,4,11/13/18 23:45
574,49.4,4,11/13/18 23:45
575,49.4,4,11/13/18 23:45
576,48.9,4,11/13/18 23:45
577,48.9,4,11/13/18 23:45
578,49.4,4,11/13/18 23:45
579,48.9,4,11/13/18 23:45
580,48.3,4,11/13/18 23:45
581,48.9,4,11/13/18 23:45
582,48.9,4,11/13/18 23:45
583,48.9,4,11/13/18 23:45
584,49.9,4,11/13/18 23:45
585,50.5,4,11/13/18 23:45
586,49.4,4,11/13/18 23:45
587,49.4,4,11/13/18 23:45
588,48.9,4,11/13/18 23:45
589,48.9,4,11/13/18 23:45
590,48.9,4,11/13/18 23:45
591,48.9,4,11/13/18 23:45
592,48.9,4,11/13/18 23:46
593,48.9,4,11/13/18 23:46
594,49.4,4,11/13/18 23:46
595,49.4,4,11/13/18 23:46
596,48.9,4,11/13/18 23:46
597,48.3,4,11/13/18 23:46
598,48.9,4,11/13/18 23:46
599,48.3,4,11/13/18 23:46
600,48.9,4,11/13/18 23:46
601,48.3,4,11/13/18 23:46
602,48.3,4,11/13/18 23:46
603,48.3,4,11/13/18 23:46
604,48.3,4,11/13/18 23:46
605,49.4,4,11/13/18 23:46
606,48.9,4,11/13/18 23:46
607,49.4,4,11/13/18 23:46
608,48.9,4,11/13/18 23:46
609,49.4,4,11/13/18 23:46
610,48.3,4,11/13/18 23:46
611,48.3,4,11/13/18 23:46
612,48.3,4,11/13/18 23:46
613,48.3,4,11/13/18 23:46
614,48.3,4,11/13/18 23:46
615,49.4,4,11/13/18 23:46
616,49.4,4,11/13/18 23:46
617,48.3,4,11/13/18 23:46
618,48.3,4,11/13/18 23:46
619,48.3,4,11/13/18 23:46
620,48.3,4,11/13/18 23:46
621,48.9,4,11/13/18 23:46
622,48.9,4,11/13/18 23:46
623,48.3,4,11/13/18 23:46
624,48.9,4,11/13/18 23:46
625,49.4,4,11/13/18 23:46
626,48.9,4,11/13/18 23:46
627,48.3,4,11/13/18 23:46
628,48.3,4,11/13/18 23:46
629,49.4,4,11/13/18 23:46
630,48.3,4,11/13/18 23:46
631,48.3,4,11/13/18 23:46
632,48.3,4,11/13/18 23:46
633,48.3,4,11/13/18 23:46
634,49.4,4,11/13/18 23:46
635,51.5,4,11/13/18 23:46
636,51.5,4,11/13/18 23:46
637,50.5,4,11/13/18 23:46
638,50.5,4,11/13/18 23:46
639,49.9,4,11/13/18 23:46
640,49.9,4,11/13/18 23:46
641,49.9,4,11/13/18 23:46
642,49.4,4,11/13/18 23:46
643,49.4,4,11/13/18 23:46
644,49.4,4,11/13/18 23:46
645,49.4,4,11/13/18 23:46
646,48.9,4,11/13/18 23:46
647,49.4,4,11/13/18 23:46
648,49.4,4,11/13/18 23:46
649,49.4,4,11/13/18 23:46
650,48.9,4,11/13/18 23:47
651,49.4,4,11/13/18 23:47
652,49.4,4,11/13/18 23:47
653,49.4,4,11/13/18 23:47
654,48.3,4,11/13/18 23:47
655,48.3,4,11/13/18 23:47
656,48.3,4,11/13/18 23:47
657,48.3,4,11/13/18 23:47
658,48.3,4,11/13/18 23:47
659,48.9,4,11/13/18 23:47
660,49.4,4,11/13/18 23:47
661,49.4,4,11/13/18 23:47
662,48.9,4,11/13/18 23:47
663,48.9,4,11/13/18 23:47
664,48.3,4,11/13/18 23:47
665,48.9,4,11/13/18 23:47
666,48.3,4,11/13/18 23:47
667,48.3,4,11/13/18 23:47
668,48.9,4,11/13/18 23:47
669,48.3,4,11/13/18 23:47
670,48.3,4,11/13/18 23:47
671,48.3,4,11/13/18 23:47
672,48.3,4,11/13/18 23:47
673,48.3,4,11/13/18 23:47
674,48.3,4,11/13/18 23:47
675,48.3,4,11/13/18 23:47
676,48.3,4,11/13/18 23:47
677,48.3,4,11/13/18 23:47
678,48.3,4,11/13/18 23:47
679,48.3,4,11/13/18 23:47
680,48.3,4,11/13/18 23:47
681,47.8,4,11/13/18 23:47
682,48.3,4,11/13/18 23:47
683,48.3,4,11/13/18 23:47
684,48.3,4,11/13/18 23:47
685,48.3,4,11/13/18 23:47
686,48.3,4,11/13/18 23:47
687,48.3,4,11/13/18 23:47
688,48.3,4,11/13/18 23:47
689,48.3,4,11/13/18 23:47
690,48.9,4,11/13/18 23:47
691,48.3,4,11/13/18 23:47
692,48.3,4,11/13/18 23:47
693,47.8,4,11/13/18 23:47
694,48.3,4,11/13/18 23:47
695,48.3,4,11/13/18 23:47
696,48.3,4,11/13/18 23:47
697,48.3,4,11/13/18 23:47
698,48.3,4,11/13/18 23:47
699,48.3,4,11/13/18 23:47
700,48.3,4,11/13/18 23:47
701,47.8,4,11/13/18 23:47
702,48.3,4,11/13/18 23:47
703,48.3,4,11/13/18 23:47
704,47.8,4,11/13/18 23:47
705,48.3,4,11/13/18 23:47
706,47.8,4,11/13/18 23:47
707,48.3,4,11/13/18 23:47
708,47.8,4,11/13/18 23:47
709,48.3,4,11/13/18 23:48
710,47.8,4,11/13/18 23:48
711,48.3,4,11/13/18 23:48
712,48.3,4,11/13/18 23:48
713,48.3,4,11/13/18 23:48
714,47.8,4,11/13/18 23:48
715,48.3,4,11/13/18 23:48
716,47.8,4,11/13/18 23:48
717,47.8,4,11/13/18 23:48
718,48.3,4,11/13/18 23:48
719,48.3,4,11/13/18 23:48
720,48.3,4,11/13/18 23:48
721,48.3,4,11/13/18 23:48
722,48.3,4,11/13/18 23:48
723,47.8,4,11/13/18 23:48
724,48.3,4,11/13/18 23:48
725,48.3,4,11/13/18 23:48
726,47.8,4,11/13/18 23:48
727,48.3,4,11/13/18 23:48
728,48.3,4,11/13/18 23:48
729,48.3,4,11/13/18 23:48
730,47.8,4,11/13/18 23:48
731,47.8,4,11/13/18 23:48
732,47.8,4,11/13/18 23:48
733,47.2,4,11/13/18 23:48
734,47.8,4,11/13/18 23:48
735,48.3,4,11/13/18 23:48
736,48.3,4,11/13/18 23:48
737,48.9,4,11/13/18 23:48
738,48.9,4,11/13/18 23:48
739,49.4,4,11/13/18 23:48
740,49.4,4,11/13/18 23:48
741,48.3,4,11/13/18 23:48
742,48.3,4,11/13/18 23:48
743,48.3,4,11/13/18 23:48
744,48.3,4,11/13/18 23:48
745,49.4,4,11/13/18 23:48
746,50.5,4,11/13/18 23:48
747,49.4,4,11/13/18 23:48
748,50.5,4,11/13/18 23:48
749,50.5,4,11/13/18 23:48
750,50.5,4,11/13/18 23:48
751,50.5,4,11/13/18 23:48
752,50.5,4,11/13/18 23:48
753,49.9,4,11/13/18 23:48
754,49.4,4,11/13/18 23:48
755,49.4,4,11/13/18 23:48
756,48.9,4,11/13/18 23:48
757,49.4,4,11/13/18 23:48
758,49.4,4,11/13/18 23:48
759,49.4,4,11/13/18 23:48
760,48.3,4,11/13/18 23:48
761,48.9,4,11/13/18 23:48
762,48.9,4,11/13/18 23:48
763,48.3,4,11/13/18 23:48
764,48.3,4,11/13/18 23:48
765,48.9,4,11/13/18 23:48
766,48.3,4,11/13/18 23:48
767,48.3,4,11/13/18 23:49
768,48.3,4,11/13/18 23:49
769,48.3,4,11/13/18 23:49
770,48.3,4,11/13/18 23:49
771,48.3,4,11/13/18 23:49
772,48.3,4,11/13/18 23:49
773,48.3,4,11/13/18 23:49
774,48.3,4,11/13/18 23:49
775,48.3,4,11/13/18 23:49
